Name,Version,Section,Homepage,Source,Architecture
libsystemd0,237-3ubuntu10.3,libs,https://www.freedesktop.org/wiki/Software/systemd,systemd,amd64
libtalloc2,2.1.10-2ubuntu1,libs,https://talloc.samba.org/,talloc,amd64
libtasn1-6,4.13-2,libs,http://www.gnu.org/software/libtasn1/,,amd64
libtdb1,1.3.15-2,libs,http://tdb.samba.org/,tdb,amd64
libtevent0,0.9.34-1,libs,https://tevent.samba.org/,tevent,amd64
libtext-charwidth-perl,0.04-7.1,perl,http://search.cpan.org/search?module=Text::CharWidth,,amd64
libtext-iconv-perl,1.7-5build6,perl,http://search.cpan.org/search?module=Text::Iconv,,amd64
libtext-wrapi18n-perl,0.06-7.1,perl,http://search.cpan.org/search?module=Text::WrapI18N,,all
libtinfo5,6.1-1ubuntu1.18.04,libs,https://invisible-island.net/ncurses/,ncurses,amd64
libudev1,237-3ubuntu10.3,libs,https://www.freedesktop.org/wiki/Software/systemd,systemd,amd64
libunistring2,0.9.9-0ubuntu1,libs,http://www.gnu.org/software/libunistring/,libunistring,amd64
libunwind8,1.2.1-8,libs,http://www.nongnu.org/libunwind,libunwind,amd64
libusb-1.0-0,2:1.0.21-2,libs,http://www.libusb.info,libusb-1.0,amd64
libutempter0,1.1.6-3,libs,http://git.altlinux.org/people/ldv/packages/?p=libutempter.git,libutempter,amd64
libuuid1,2.31.1-0.4ubuntu3.1,libs,,util-linux,amd64
libwbclient0,2:4.7.6+dfsg~ubuntu-0ubuntu2.2,libs,http://www.samba.org,samba,amd64
libwind0-heimdal,7.5.0+dfsg-1,libs,http://www.h5l.org/,heimdal,amd64
libwrap0,7.6.q-27,libs,,tcp-wrappers,amd64
libx11-6,2:1.6.4-3ubuntu0.1,libs,,libx11,amd64
libx11-data,2:1.6.4-3ubuntu0.1,x11,,libx11,all
libxau6,1:1.0.8-1,libs,,libxau,amd64
libxcb1,1.13-1,libs,https://xcb.freedesktop.org,libxcb,amd64
libxdmcp6,1:1.1.2-3,libs,,libxdmcp,amd64
libxext6,2:1.3.3-1,libs,,libxext,amd64
libxml2,2.9.4+dfsg1-6.1ubuntu1.2,libs,http://xmlsoft.org,,amd64
libxmlsec1,1.2.25-1build1,libs,http://www.aleksey.com/xmlsec/,xmlsec1,amd64
libxmlsec1-openssl,1.2.25-1build1,libs,http://www.aleksey.com/xmlsec/,xmlsec1,amd64
libxmuu1,2:1.1.2-2,libs,,libxmu,amd64
libxslt1.1,1.1.29-5,libs,http://xmlsoft.org/xslt/,libxslt,amd64
libxtables12,1.6.1-2ubuntu2,libs,http://www.netfilter.org/,iptables,amd64
libyaml-0-2,0.1.7-2ubuntu3,libs,http://pyyaml.org/wiki/LibYAML,libyaml,amd64
libzstd1,1.3.3+dfsg-2ubuntu1,libs,https://github.com/facebook/zstd,libzstd,amd64
linux-azure,4.15.0.1023.23,metapackages,,linux-meta-azure,amd64
linux-azure-cloud-tools-4.15.0-1023,4.15.0-1023.24,devel,,linux-azure,amd64
linux-azure-headers-4.15.0-1023,4.15.0-1023.24,devel,,linux-azure,all
linux-azure-tools-4.15.0-1023,4.15.0-1023.24,devel,,linux-azure,amd64
linux-base,4.5ubuntu1,kernel,,,all
linux-cloud-tools-4.15.0-1023-azure,4.15.0-1023.24,devel,,linux-azure,amd64
linux-cloud-tools-azure,4.15.0.1023.23,metapackages,,linux-meta-azure,amd64
linux-cloud-tools-common,4.15.0-36.39,kernel,,linux,all
linux-headers-4.15.0-1023-azure,4.15.0-1023.24,devel,,linux-azure,amd64
linux-headers-azure,4.15.0.1023.23,metapackages,,linux-meta-azure,amd64
linux-image-4.15.0-1023-azure,4.15.0-1023.24,kernel,,linux-signed-azure,amd64
linux-image-azure,4.15.0.1023.23,metapackages,,linux-meta-azure,amd64
linux-modules-4.15.0-1023-azure,4.15.0-1023.24,kernel,,linux-azure,amd64
linux-tools-4.15.0-1023-azure,4.15.0-1023.24,devel,,linux-azure,amd64
linux-tools-azure,4.15.0.1023.23,metapackages,,linux-meta-azure,amd64
linux-tools-common,4.15.0-36.39,kernel,,linux,all
locales,2.27-3ubuntu1,libs,https://www.gnu.org/software/libc/libc.html,glibc,all
login,1:4.5-1ubuntu1,admin,https://github.com/shadow-maint/shadow,shadow,amd64
logrotate,3.11.0-0.1ubuntu1,admin,https://github.com/logrotate/logrotate,,amd64
lsb-base,9.20170808ubuntu1,misc,https://wiki.linuxfoundation.org/lsb/start,lsb,all
lsb-release,9.20170808ubuntu1,misc,https://wiki.linuxfoundation.org/lsb/start,lsb,all
lshw,02.18-0.1ubuntu6.18.04.1,utils,,,amd64
lsof,4.89+dfsg-0.1,utils,http://people.freebsd.org/~abe/,,amd64
ltrace,0.7.3-6ubuntu1,utils,,,amd64
lvm2,2.02.176-4.1ubuntu3,admin,http://sources.redhat.com/lvm2/,,amd64
lxcfs,3.0.1-0ubuntu2~18.04.1,admin,https://linuxcontainers.org,,amd64
lxd,3.0.1-0ubuntu1~18.04.1,admin,https://linuxcontainers.org/,,amd64
lxd-client,3.0.1-0ubuntu1~18.04.1,admin,https://linuxcontainers.org/,lxd,amd64
man-db,2.8.3-2,doc,http://man-db.nongnu.org/,,amd64
manpages,4.15-1,doc,https://www.kernel.org/doc/man-pages/,,all
mawk,1.3.3-17ubuntu3,utils,,,amd64
mdadm,4.1~rc1-3~ubuntu18.04.1,admin,http://neil.brown.name/blog/mdadm,,amd64
mime-support,3.60ubuntu1,net,,,all
mlocate,0.26-2ubuntu3.1,utils,https://pagure.io/mlocate,,amd64
mokutil,0.3.0-0ubuntu5,admin,,,amd64
mount,2.31.1-0.4ubuntu3.1,admin,,util-linux,amd64
mtr-tiny,0.92-1,net,http://www.bitwizard.nl/mtr/,mtr,amd64
multiarch-support,2.27-3ubuntu1,oldlibs,https://www.gnu.org/software/libc/libc.html,glibc,amd64
nano,2.9.3-2,editors,https://www.nano-editor.org/,,amd64
ncurses-base,6.1-1ubuntu1.18.04,utils,https://invisible-island.net/ncurses/,ncurses,all
ncurses-bin,6.1-1ubuntu1.18.04,utils,https://invisible-island.net/ncurses/,ncurses,amd64
ncurses-term,6.1-1ubuntu1.18.04,misc,https://invisible-island.net/ncurses/,ncurses,all
net-tools,1.60+git20161116.90da8a0-1ubuntu1,net,http://sourceforge.net/projects/net-tools/,,amd64
netbase,5.4,admin,,,all
netcat-openbsd,1.187-1ubuntu0.1,net,,,amd64
netplan.io,0.36.3,net,,,amd64
networkd-dispatcher,1.7-0ubuntu3.2,utils,https://github.com/craftyguy/networkd-dispatcher,,all
nplan,0.36.3,net,,netplan.io,all
ntfs-3g,1:2017.3.23-2,otherosfs,http://www.tuxera.com/community/ntfs-3g-advanced/,,amd64
open-iscsi,2.0.874-5ubuntu2.2,net,http://www.open-iscsi.com/,,amd64
open-vm-tools,2:10.3.0-0ubuntu1~18.04.2,admin,https://github.com/vmware/open-vm-tools,,amd64
openssh-client,1:7.6p1-4,net,http://www.openssh.com/,openssh,amd64
openssh-server,1:7.6p1-4,net,http://www.openssh.com/,openssh,amd64
openssh-sftp-server,1:7.6p1-4,net,http://www.openssh.com/,openssh,amd64
openssl,1.1.0g-2ubuntu4.1,utils,https://www.openssl.org/,,amd64
os-prober,1.74ubuntu1,utils,,,amd64
overlayroot,0.40ubuntu1,admin,http://launchpad.net/cloud-initramfs-tools,cloud-initramfs-tools,all
parted,3.2-20,admin,http://www.gnu.org/software/parted,,amd64
passwd,1:4.5-1ubuntu1,admin,https://github.com/shadow-maint/shadow,shadow,amd64
pastebinit,1.5-2,misc,http://launchpad.net/pastebinit/,,all
patch,2.7.6-2ubuntu1,vcs,http://savannah.gnu.org/projects/patch/,,amd64
pciutils,1:3.5.2-1ubuntu1,admin,http://atrey.karlin.mff.cuni.cz/~mj/pciutils.shtml,,amd64
perl,5.26.1-6ubuntu0.2,perl,http://dev.perl.org/perl5/,,amd64
perl-base,5.26.1-6ubuntu0.2,perl,http://dev.perl.org/perl5/,perl,amd64
perl-modules-5.26,5.26.1-6ubuntu0.2,perl,http://dev.perl.org/perl5/,perl,all
pinentry-curses,1.1.0-1,utils,https://www.gnupg.org/related_software/pinentry/,pinentry,amd64
plymouth,0.9.3-1ubuntu7.18.04.1,misc,http://www.freedesktop.org/wiki/Software/Plymouth,,amd64
plymouth-theme-ubuntu-text,0.9.3-1ubuntu7.18.04.1,misc,http://www.freedesktop.org/wiki/Software/Plymouth,plymouth,amd64
policykit-1,0.105-20ubuntu0.18.04.1,admin,https://www.freedesktop.org/wiki/Software/polkit/,,amd64
pollinate,4.33-0ubuntu1~18.04.1,admin,http://launchpad.net/pollinate,,all
popularity-contest,1.66ubuntu1,misc,https://popcon.debian.org/,,all
powermgmt-base,1.33,utils,,,all
procps,2:3.3.12-3ubuntu1.1,admin,https://gitlab.com/procps-ng/procps,,amd64
psmisc,23.1-1,admin,http://psmisc.sf.net/,,amd64
publicsuffix,20180223.1310-1,net,https://publicsuffix.org,,all
python,2.7.15~rc1-1,python,http://www.python.org/,python-defaults,amd64
python-apt-common,1.6.2,python,,python-apt,all
python-crypto,2.6.1-8ubuntu2,python,http://www.pycrypto.org/,,amd64
python-ldb,2:1.2.3-1,python,http://ldb.samba.org/,ldb,amd64
python-minimal,2.7.15~rc1-1,python,http://www.python.org/,python-defaults,amd64
python-samba,2:4.7.6+dfsg~ubuntu-0ubuntu2.2,python,http://www.samba.org,samba,amd64
python-talloc,2.1.10-2ubuntu1,python,https://talloc.samba.org/,talloc,amd64
python-tdb,1.3.15-2,python,http://tdb.samba.org/,tdb,amd64
python2.7,2.7.15~rc1-1,python,,,amd64
python2.7-minimal,2.7.15~rc1-1,python,,python2.7,amd64
python3,3.6.5-3ubuntu1,python,http://www.python.org/,python3-defaults,amd64
python3-apport,2.20.9-0ubuntu7.4,python,https://wiki.ubuntu.com/Apport,apport,all
python3-apt,1.6.2,python,,python-apt,amd64
python3-asn1crypto,0.24.0-1,python,https://github.com/wbond/asn1crypto,asn1crypto,all
python3-attr,17.4.0-2,python,https://attrs.readthedocs.org/,python-attrs,all
python3-automat,0.6.0-1,python,https://github.com/freeekanayaka/systemfixtures,automat,all
python3-blinker,1.4+dfsg1-0.1,python,http://pythonhosted.org/blinker/,blinker,all
python3-certifi,2018.1.18-2,python,https://certifi.io/en/latest/,python-certifi,all
python3-cffi-backend,1.11.5-1,python,http://cffi.readthedocs.org/,python-cffi,amd64
python3-chardet,3.0.4-1,python,https://github.com/chardet/chardet,chardet,all
python3-click,6.7-3,python,https://salsa.debian.org/debian/python-click.git,python-click,all
python3-colorama,0.3.7-1,python,http://pypi.python.org/pypi/colorama/,python-colorama,all
python3-commandnotfound,18.04.5,python,,command-not-found,all
python3-configobj,5.0.6-2,python,http://www.voidspace.org.uk/python/configobj.html,configobj,all
python3-constantly,15.1.0-1,python,https://github.com/twisted/constantly,constantly,all
python3-cryptography,2.1.4-1ubuntu1.2,python,https://cryptography.io/,python-cryptography,amd64
python3-dbus,1.2.6-1,python,http://www.freedesktop.org/wiki/Software/DBusBindings#Python,dbus-python,amd64
python3-debconf,1.5.66,python,,debconf,all
python3-debian,0.1.32,python,,python-debian,all
python3-distro-info,0.18,python,,distro-info,all
python3-distupgrade,1:18.04.26,python,,ubuntu-release-upgrader,all
python3-gdbm,3.6.5-3,python,,python3-stdlib-extensions,amd64
python3-gi,3.26.1-2,python,https://wiki.gnome.org/Projects/PyGObject,pygobject,amd64
python3-httplib2,0.9.2+dfsg-1,python,https://github.com/jcgregorio/httplib2,python-httplib2,all
python3-hyperlink,17.3.1-2,python,https://github.com/python-hyper/hyperlink,hyperlink,all
python3-idna,2.6-1,python,https://github.com/kjd/idna,python-idna,all
python3-incremental,16.10.1-3,python,https://github.com/hawkowl/incremental,incremental,all
python3-jinja2,2.10-1,python,http://jinja.pocoo.org/,jinja2,all
python3-json-pointer,1.10-1,python,https://github.com/stefankoegl/python-json-pointer,python-json-pointer,all
python3-jsonpatch,1.19+really1.16-1fakesync1,python,https://github.com/stefankoegl/python-json-patch,python-json-patch,all
python3-jsonschema,2.6.0-2,python,https://github.com/Julian/jsonschema,python-jsonschema,all
python3-jwt,1.5.3+ds1-1,python,https://github.com/jpadilla/pyjwt,pyjwt,all
python3-markupsafe,1.0-1build1,python,https://pypi.python.org/pypi/MarkupSafe,markupsafe,amd64
python3-minimal,3.6.5-3ubuntu1,python,http://www.python.org/,python3-defaults,amd64
python3-newt,0.52.20-1ubuntu1,python,https://fedorahosted.org/newt/,newt,amd64
python3-oauthlib,2.0.6-1,python,https://github.com/idan/oauthlib,python-oauthlib,all
python3-openssl,17.5.0-1ubuntu1,python,https://pyopenssl.org/,pyopenssl,all
python3-pam,0.4.2-13.2ubuntu4,python,,python-pam,amd64
python3-pkg-resources,39.0.1-2,python,https://pypi.python.org/pypi/setuptools,python-setuptools,all
python3-problem-report,2.20.9-0ubuntu7.4,python,https://wiki.ubuntu.com/Apport,apport,all
python3-pyasn1,0.4.2-3,python,http://pyasn1.sourceforge.net/,pyasn1,all
python3-pyasn1-modules,0.2.1-0.2,python,http://pypi.python.org/pypi/pyasn1-modules,python-pyasn1-modules,all
python3-requests,2.18.4-2,python,http://python-requests.org,requests,all
python3-requests-unixsocket,0.1.5-3,python,https://github.com/msabramo/requests-unixsocket,python-requests-unixsocket,all
python3-serial,3.4-2,python,http://pyserial.sourceforge.net/,pyserial,all
python3-service-identity,16.0.0-2,python,https://pypi.python.org/pypi/service_identity,python-service-identity,all
python3-six,1.11.0-2,python,https://pypi.python.org/pypi/six,six,all
python3-software-properties,0.96.24.32.5,python,,software-properties,all
python3-systemd,234-1build1,python,http://www.freedesktop.org/wiki/Software/systemd,python-systemd,amd64
python3-twisted,17.9.0-2,python,https://twistedmatrix.com/,twisted,all
python3-twisted-bin,17.9.0-2,python,https://twistedmatrix.com/,twisted,amd64
python3-update-manager,1:18.04.11.5,python,,update-manager,all
python3-urllib3,1.22-1,python,http://urllib3.readthedocs.org,python-urllib3,all
python3-yaml,3.12-1build2,python,https://github.com/yaml/pyyaml,pyyaml,amd64
python3-zope.interface,4.3.2-1build2,zope,http://pypi.python.org/pypi/zope.interface,zope.interface,amd64
python3.6,3.6.6-1~18.04,python,,,amd64
python3.6-minimal,3.6.6-1~18.04,python,,python3.6,amd64
readline-common,7.0-3,utils,,readline,all
rsync,3.1.2-2.1ubuntu1,net,http://rsync.samba.org/,,amd64
rsyslog,8.32.0-1ubuntu4,admin,http://www.rsyslog.com/,,amd64
run-one,1.17-0ubuntu1,admin,http://launchpad.net/run-one,,all
samba-common,2:4.7.6+dfsg~ubuntu-0ubuntu2.2,net,http://www.samba.org,samba,all
samba-common-bin,2:4.7.6+dfsg~ubuntu-0ubuntu2.2,net,http://www.samba.org,samba,amd64
samba-libs,2:4.7.6+dfsg~ubuntu-0ubuntu2.2,libs,http://www.samba.org,samba,amd64
sbsigntool,0.6-3.2ubuntu2,utils,,,amd64
screen,4.6.2-1ubuntu1,misc,https://savannah.gnu.org/projects/screen,,amd64
secureboot-db,1.1,utils,,,amd64
sed,4.4-2,utils,https://www.gnu.org/software/sed/,,amd64
sensible-utils,0.0.12,utils,,,all
shared-mime-info,1.9-2,misc,https://freedesktop.org/wiki/Software/shared-mime-info,,amd64
shim,13-0ubuntu2,admin,,,amd64
shim-signed,1.34.9.2+13-0ubuntu2,utils,,shim-signed (1.34.9.2),amd64
snapd,2.34.2+18.04,devel,https://github.com/snapcore/snapd,,amd64
software-properties-common,0.96.24.32.5,admin,,software-properties,all
sosreport,3.5-1ubuntu3.18.04.1,admin,https://github.com/sosreport/sos,,amd64
squashfs-tools,1:4.3-6ubuntu0.18.04.1,kernel,http://squashfs.sourceforge.net/,,amd64
ssh-import-id,5.7-0ubuntu1.1,misc,http://launchpad.net/ssh-import-id,,all
sshpass,1.06-1,utils,http://sourceforge.net/projects/sshpass,,amd64
ssl-cert,1.0.39,utils,,,all
strace,4.21-1ubuntu1,utils,https://strace.io,,amd64
sudo,1.8.21p2-3ubuntu1,admin,http://www.sudo.ws/,,amd64
systemd,237-3ubuntu10.3,admin,https://www.freedesktop.org/wiki/Software/systemd,,amd64
systemd-sysv,237-3ubuntu10.3,admin,https://www.freedesktop.org/wiki/Software/systemd,systemd,amd64
sysvinit-utils,2.88dsf-59.10ubuntu1,admin,http://savannah.nongnu.org/projects/sysvinit,sysvinit,amd64
tar,1.29b-2,utils,,,amd64
tcpdump,4.9.2-3,net,http://www.tcpdump.org/,,amd64
telnet,0.17-41,net,,netkit-telnet,amd64
time,1.7-25.1build1,utils,http://www.gnu.org/software/time,,amd64
tmux,2.6-3,admin,https://tmux.github.io/,,amd64
tzdata,2018e-0ubuntu0.18.04,libs,https://www.iana.org/time-zones,,all
ubuntu-advantage-tools,17,misc,https://buy.ubuntu.com,,all
ubuntu-keyring,2018.02.28,misc,,,all
ubuntu-minimal,1.417,metapackages,,ubuntu-meta,amd64
ubuntu-release-upgrader-core,1:18.04.26,admin,,ubuntu-release-upgrader,all
ubuntu-server,1.417,metapackages,,ubuntu-meta,amd64
ubuntu-standard,1.417,metapackages,,ubuntu-meta,amd64
ucf,3.0038,utils,,,all
udev,237-3ubuntu10.3,admin,https://www.freedesktop.org/wiki/Software/systemd,systemd,amd64
ufw,0.35-5,admin,https://launchpad.net/ufw,,all
uidmap,1:4.5-1ubuntu1,admin,https://github.com/shadow-maint/shadow,shadow,amd64
unattended-upgrades,1.1ubuntu1.18.04.5,admin,,,all
update-manager-core,1:18.04.11.5,admin,,update-manager,all
update-notifier-common,3.192.1.3,gnome,,update-notifier,all
ureadahead,0.100.0-20,admin,,,amd64
usbutils,1:007-4build1,utils,https://github.com/gregkh/usbutils,,amd64
util-linux,2.31.1-0.4ubuntu3.1,utils,,,amd64
uuid-runtime,2.31.1-0.4ubuntu3.1,utils,,util-linux,amd64
vim,2:8.0.1453-1ubuntu1,editors,https://vim.sourceforge.io/,,amd64
vim-common,2:8.0.1453-1ubuntu1,editors,https://vim.sourceforge.io/,vim,all
vim-runtime,2:8.0.1453-1ubuntu1,editors,https://vim.sourceforge.io/,vim,all
vim-tiny,2:8.0.1453-1ubuntu1,editors,https://vim.sourceforge.io/,vim,amd64
walinuxagent,2.2.21+really2.2.20-0ubuntu3,python,http://go.microsoft.com/fwlink/?LinkId=250998,,amd64
wget,1.19.4-1ubuntu2.1,web,https://www.gnu.org/software/wget/,,amd64
whiptail,0.52.20-1ubuntu1,utils,https://fedorahosted.org/newt/,newt,amd64
xauth,1:1.0.10-1,x11,,,amd64
xdelta3,3.0.11-dfsg-1ubuntu1,utils,,,amd64
xdg-user-dirs,0.17-1ubuntu1,utils,http://www.freedesktop.org/wiki/Software/xdg-user-dirs,,amd64
xfsprogs,4.9.0+nmu1ubuntu2,admin,http://xfs.org/,,amd64
xkb-data,2.23.1-1ubuntu1,x11,https://www.freedesktop.org/Software/XKeyboardConfig,xkeyboard-config,all
xxd,2:8.0.1453-1ubuntu1,editors,https://vim.sourceforge.io/,vim,amd64
xz-utils,5.2.2-1.3,utils,http://tukaani.org/xz/,,amd64
zerofree,1.0.4-1,admin,https://frippery.org/uml/,,amd64
zlib1g,1:1.2.11.dfsg-0ubuntu2,libs,http://zlib.net/,zlib,amd64
